NAME	TITLE	SCORE	
OR4N4	olfactory receptor family 4 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15375]	0.59096014	
MUC15	mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]	0.5604803	
OR4Q3	olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]	0.5562395	
OR4M2	olfactory receptor family 4 subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:15373]	0.5318645	
OR4M1	olfactory receptor family 4 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14735]	0.52764165	
OR4N3P	olfactory receptor family 4 subfamily N member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15374]	0.5268948	
IL7	interleukin 7 [Source:HGNC Symbol;Acc:HGNC:6023]	0.5202189	
NF1P1	neurofibromin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7772]	0.5181605	
POTEG	POTE ankyrin domain family member G [Source:HGNC Symbol;Acc:HGNC:33896]	0.49122044	
OR4H12P	olfactory receptor family 4 subfamily H member 12 pseudogene [Source:HGNC Symbol;Acc:HGNC:19433]	0.47517195	
POTEM	POTE ankyrin domain family member M [Source:HGNC Symbol;Acc:HGNC:37096]	0.46708065	
POTEF	POTE ankyrin domain family member F [Source:HGNC Symbol;Acc:HGNC:33905]	0.46255973	
CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]	0.4549953	
POTEB	POTE ankyrin domain family member B [Source:HGNC Symbol;Acc:HGNC:33734]	0.4477919	
POTEH	POTE ankyrin domain family member H [Source:HGNC Symbol;Acc:HGNC:133]	0.44399482	
IL7R	interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]	0.4224791	
SEMA3D	semaphorin 3D [Source:HGNC Symbol;Acc:HGNC:10726]	0.4219612	
PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	0.42081344	
POTEE	POTE ankyrin domain family member E [Source:HGNC Symbol;Acc:HGNC:33895]	0.41839403	
GPR174	G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245]	0.41074243	
SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]	0.40383047	
BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	0.40123	
TFAMP1	transcription factor A, mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11636]	0.39857808	
IL2RG	interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]	0.39775664	
LYZ	lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]	0.3915083	
KLRK1	killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]	0.38885865	
OR4N2	olfactory receptor family 4 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:14742]	0.38787806	
PPP4R4	protein phosphatase 4 regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:23788]	0.38687882	
FDCSP	follicular dendritic cell secreted protein [Source:HGNC Symbol;Acc:HGNC:19215]	0.38187483	
MMP12	matrix metallopeptidase 12 [Source:HGNC Symbol;Acc:HGNC:7158]	0.37785193	
UBD	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]	0.37710428	
POTEKP	POTE ankyrin domain family member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:30182]	0.37631652	
IL18	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]	0.37624633	
TRAT1	T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]	0.37612012	
FAM153A	family with sequence similarity 153 member A [Source:HGNC Symbol;Acc:HGNC:29940]	0.3709387	
SELL	selectin L [Source:HGNC Symbol;Acc:HGNC:10720]	0.3618247	
CCL21	C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]	0.36157617	
POTEC	POTE ankyrin domain family member C [Source:HGNC Symbol;Acc:HGNC:33894]	0.36117622	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	0.356172	
IGHV4-31	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:HGNC:5649]	0.3506607	
IGLC7	immunoglobulin lambda constant 7 [Source:HGNC Symbol;Acc:HGNC:5861]	0.34984756	
PAGE5	PAGE family member 5 [Source:HGNC Symbol;Acc:HGNC:29992]	0.3472647	
PAGE2B	PAGE family member 2B [Source:HGNC Symbol;Acc:HGNC:31805]	0.34590894	
CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:25270]	0.34372228	
